ID,Pos,Games ,MIN,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,OREB,DREB,TotalREB,AST,STL,BLK,TOV,PF,PPG,ASTPG,REBPG,STLPG,BLKPG,PFPG,MINPG,eFG,PER,TS%,USG%,OBPM,DBPM,VORP,Salary
14962,SF,21,287,36,97,0.371,13,36,0.361,23,61,0.377,28,31,0.903,5,34,39,11,8,7,16,32,182,0.523809524,1.857142857,0.380952381,0.333333333,1.523809524,13.66666667,0.43814433,11.5,0.511,20.5,-1.3,-0.6,0,1282695
15010,PF,32,256,9,33,0.273,0,0,,9,33,0.273,14,31,0.452,21,31,52,13,14,3,10,50,32,0.40625,1.625,0.4375,0.09375,1.5625,8,0.272727273,,,,,,,1282695
15033,PG,40,412,40,105,0.381,11,23,0.478,29,82,0.354,27,31,0.871,9,28,37,82,25,3,33,44,154,2.05,0.925,0.625,0.075,1.1,10.3,0.433333333,13.1,0.497,16.5,-1.3,1.2,0.2,1391603
15058,PG,64,1544,192,484,0.397,81,241,0.336,111,243,0.457,73,97,0.753,9,84,93,223,45,2,92,102,1018,3.484375,1.453125,0.703125,0.03125,1.59375,24.125,0.480371901,12.1,0.511,18.5,-0.3,-0.9,0.3,6670019
15063,SG,20,154,15,53,0.283,1,4,0.25,14,49,0.286,5,11,0.455,7,16,23,12,5,6,12,23,45,0.6,1.15,0.25,0.3,1.15,7.7,0.29245283,2.5,0.311,20.4,-7.1,-0.6,-0.2,1819170
15069,PG,67,2450,368,959,0.384,94,293,0.321,274,666,0.411,206,249,0.827,85,343,428,618,122,14,214,110,1633,9.223880597,6.388059701,1.820895522,0.208955224,1.641791045,36.56716418,0.43274244,19.7,0.485,24.6,3.4,1.3,4.2,22493356
15093,C,42,453,43,103,0.417,0,0,NA,43,103,0.417,22,36,0.611,50,75,125,23,11,15,19,61,108,0.547619048,2.976190476,0.261904762,0.357142857,1.452380952,10.78571429,0.417475728,12.2,0.454,14.4,-2.3,-0.3,-0.1,1284712
15138,C,17,347,18,50,0.36,0,0,NA,18,50,0.36,13,31,0.419,32,79,111,7,5,17,18,53,49,0.411764706,6.529411765,0.294117647,1,3.117647059,20.41176471,0.36,6.7,0.385,10.7,-6,-1.1,-0.4,4058978
15199,PF,6,68,10,21,0.476,0,0,NA,10,21,0.476,4,6,0.667,11,10,21,2,1,2,3,1,24,0.333333333,3.5,0.166666667,0.333333333,0.166666667,11.33333333,0.476190476,18.2,0.508,17.8,3.1,-2.1,0.1,13138548
15213,C,65,990,129,259,0.498,0,0,NA,129,259,0.498,66,100,0.66,78,152,230,32,20,60,82,180,324,0.492307692,3.538461538,0.307692308,0.923076923,2.769230769,15.23076923,0.498069498,11.3,0.535,18,-4.6,-0.1,-0.7,8552332
15217,PF,71,1029,90,203,0.443,0,1,0,90,202,0.446,63,107,0.589,89,209,298,35,34,114,48,119,246,0.492957746,4.197183099,0.478873239,1.605633803,1.676056338,14.49295775,0.443349754,14.4,0.486,12.7,-2.2,2.7,0.6,1092307
15223,PF,10,89,14,28,0.5,0,0,NA,14,28,0.5,4,4,1,6,18,24,3,2,2,6,14,32,0.3,2.4,0.2,0.2,1.4,8.9,0.5,12.9,0.538,18.2,-3.7,-1.2,-0.1,1282695
15247,PF,82,2840,483,1129,0.428,82,305,0.269,401,824,0.487,103,186,0.554,198,486,684,369,65,65,202,212,1820,4.5,8.341463415,0.792682927,0.792682927,2.585365854,34.63414634,0.464127547,15.8,0.475,21.8,1.3,-0.8,1.8,23088527
15266,SF,82,3100,518,1266,0.409,99,299,0.331,419,967,0.433,240,295,0.814,56,254,310,286,88,21,158,101,1975,3.487804878,3.780487805,1.073170732,0.256097561,1.231707317,37.80487805,0.448262243,14.7,0.493,23.6,0.3,-0.6,1.3,23088527
15267,SG,56,1039,203,411,0.494,11,36,0.306,192,375,0.512,60,78,0.769,66,80,146,116,53,12,44,51,552,2.071428571,2.607142857,0.946428571,0.214285714,0.910714286,18.55357143,0.50729927,20.1,0.536,20.6,2.7,-0.4,1.1,627547
15297,PF,2,22,1,3,0.333,0,0,NA,1,3,0.333,0,0,NA,0,0,0,1,0,0,0,2,2,0.5,0,0,0,1,11,0.333333333,0.5,0.333,6.2,-5.1,-3.1,0,4521503
15345,PF,59,789,104,219,0.475,0,1,0,104,218,0.477,43,63,0.683,57,131,188,29,14,18,45,144,254,0.491525424,3.186440678,0.237288136,0.305084746,2.440677966,13.37288136,0.474885845,9.7,0.509,16.7,-4.8,-1.4,-0.8,1829979
15358,C,76,1330,186,381,0.488,0,0,NA,186,381,0.488,110,166,0.663,156,257,413,21,37,63,90,208,482,0.276315789,5.434210526,0.486842105,0.828947368,2.736842105,17.5,0.488188976,14.6,0.531,18.5,-2.4,-0.6,-0.3,4804968
15414,SF,54,469,63,139,0.453,34,92,0.37,29,47,0.617,23,26,0.885,12,44,56,24,16,4,7,50,357,0.444444444,1.037037037,0.296296296,0.074074074,0.925925926,8.685185185,0.575539568,15.7,0.608,15.5,1.9,-0.6,0.4,627547
15418,C,66,1606,152,300,0.507,0,0,NA,152,300,0.507,134,181,0.74,123,220,343,57,42,25,77,258,438,0.863636364,5.196969697,0.636363636,0.378787879,3.909090909,24.33333333,0.506666667,11.2,0.577,12.8,-2.7,-0.3,-0.4,2565391
15432,C,81,2539,466,965,0.483,2,7,0.286,464,958,0.484,303,406,0.746,279,374,653,109,39,201,163,277,1252,1.345679012,8.061728395,0.481481481,2.481481481,3.419753086,31.34567901,0.483937824,20.2,0.541,23.1,1.1,-0.2,1.9,23088527
15493,C,18,72,12,26,0.462,0,0,NA,12,26,0.462,4,6,0.667,5,10,15,3,0,3,6,13,28,0.166666667,0.833333333,0,0.166666667,0.722222222,4,0.461538462,,,,,,,1282695
15508,PF,82,1913,177,469,0.377,5,30,0.167,172,439,0.392,105,171,0.614,180,244,424,93,48,28,107,212,539,1.134146341,5.170731707,0.585365854,0.341463415,2.585365854,23.32926829,0.382729211,8.7,0.426,15.1,-3.6,-1,-1.2,2932140
15519,C,82,1843,200,435,0.46,0,2,0,200,433,0.462,99,142,0.697,126,335,461,85,23,73,155,211,505,1.036585366,5.62195122,0.280487805,0.890243902,2.573170732,22.47560976,0.459770115,9.6,0.502,15.7,-3.4,-0.8,-1,4095391
15533,C,72,1246,101,204,0.495,0,6,0,101,198,0.51,57,118,0.483,134,138,272,28,33,18,47,175,277,0.388888889,3.777777778,0.458333333,0.25,2.430555556,17.30555556,0.495098039,9.4,0.506,11.5,-2.9,0,-0.3,1135064
15539,PF,5,38,3,5,0.6,0,0,NA,3,5,0.6,3,4,0.75,5,3,8,0,0,1,2,10,9,0,1.6,0,0.2,2,7.6,0.6,8.2,0.666,10.8,-4.4,-0.8,0,379385
15551,SG,61,2061,401,1009,0.397,79,232,0.341,322,777,0.414,267,335,0.797,96,230,326,148,95,26,152,147,1607,2.426229508,5.344262295,1.557377049,0.426229508,2.409836066,33.78688525,0.436570862,17.6,0.496,28.1,1.7,-0.7,1.5,8552332
15576,SF,73,2041,316,724,0.436,60,152,0.395,256,572,0.448,135,158,0.854,51,175,226,122,56,15,103,144,1103,1.671232877,3.095890411,0.767123288,0.205479452,1.97260274,27.95890411,0.477900552,13.2,0.521,20.1,-0.1,-1.6,0.2,2633802
15589,C,62,875,94,199,0.472,0,1,0,94,198,0.475,30,45,0.667,65,138,203,32,35,39,35,145,221,0.516129032,3.274193548,0.564516129,0.629032258,2.338709677,14.11290323,0.472361809,11.2,0.498,12.7,-3.2,1.4,0,627547
15591,C,10,98,11,23,0.478,0,0,NA,11,23,0.478,3,8,0.375,7,10,17,3,1,1,7,17,25,0.3,1.7,0.1,0.1,1.7,9.8,0.47826087,5.1,0.471,15.9,-5.7,-1.5,-0.1,599585
15595,PF,2,5,1,3,0.333,0,0,NA,1,3,0.333,0,0,NA,0,1,1,0,0,0,0,0,2,0,0.5,0,0,0,2.5,0.333333333,5.9,0.333,28.2,-1.8,-3.4,0,627547
15651,PG,15,78,4,18,0.222,1,7,0.143,3,11,0.273,3,3,1,0,6,6,13,4,0,8,1,30,0.866666667,0.4,0.266666667,0,0.066666667,5.2,0.25,4.5,0.311,16,-5.8,-1.7,-0.1,2223339
15654,SF,33,518,76,215,0.353,21,60,0.35,55,155,0.355,24,35,0.686,14,76,90,28,15,7,38,47,314,0.848484848,2.727272727,0.454545455,0.212121212,1.424242424,15.6969697,0.402325581,8.9,0.428,25.1,-3.6,-0.2,-0.2,7696175
15666,C,54,708,78,163,0.479,0,0,NA,78,163,0.479,61,90,0.678,35,97,132,24,19,21,32,98,217,0.444444444,2.444444444,0.351851852,0.388888889,1.814814815,13.11111111,0.478527607,11.2,0.536,15,-2.4,0.5,0,2052313
15685,SF,79,1144,149,376,0.396,19,70,0.271,130,306,0.425,65,84,0.774,44,115,159,60,41,16,67,187,535,0.759493671,2.012658228,0.518987342,0.202531646,2.367088608,14.48101266,0.421542553,,,,,,,1894901
15711,PG,82,1617,223,517,0.431,25,85,0.294,198,432,0.458,101,117,0.863,24,131,155,305,62,2,174,200,752,3.719512195,1.890243902,0.756097561,0.024390244,2.43902439,19.7195122,0.455512573,12,0.503,21.4,-1.7,-1,-0.3,1062961
15733,SG,75,1391,156,348,0.448,68,141,0.482,88,207,0.425,51,61,0.836,31,122,153,120,56,10,77,103,650,1.6,2.04,0.746666667,0.133333333,1.373333333,18.54666667,0.545977011,11.8,0.575,14.7,-0.4,-0.2,0.5,1829979
15783,C,78,2220,163,384,0.424,0,2,0,163,382,0.427,136,184,0.739,143,257,400,153,67,56,97,251,468,1.961538462,5.128205128,0.858974359,0.717948718,3.217948718,28.46153846,0.424479167,10,0.497,11.9,-2.9,1.3,0.3,2099311
15803,C,61,678,47,114,0.412,0,0,NA,47,114,0.412,12,21,0.571,67,97,164,10,23,26,22,110,106,0.163934426,2.68852459,0.37704918,0.426229508,1.803278689,11.1147541,0.412280702,8.3,0.43,10.1,-4.4,1,-0.2,9080740
15857,C,81,3050,315,748,0.421,1,8,0.125,314,740,0.424,142,290,0.49,324,682,1006,138,143,246,123,162,794,1.703703704,12.41975309,1.765432099,3.037037037,2,37.65432099,0.421791444,17.3,0.441,15.3,0.2,3.3,4.3,9406437
15912,PG,55,1472,153,398,0.384,5,21,0.238,148,377,0.393,80,98,0.816,37,140,177,356,60,3,139,123,439,6.472727273,3.218181818,1.090909091,0.054545455,2.236363636,26.76363636,0.390703518,12.1,0.443,17.9,-1.7,-0.6,-0.1,3425106
15924,SF,82,2534,409,867,0.472,9,39,0.231,400,828,0.483,356,463,0.769,93,266,359,152,60,24,148,191,1273,1.853658537,4.37804878,0.731707317,0.292682927,2.329268293,30.90243902,0.476931949,15.7,0.552,21.8,0.5,-0.9,1,3246609
15925,PF,76,2254,311,708,0.439,1,5,0.2,310,703,0.441,207,241,0.859,230,413,643,78,47,94,82,209,842,1.026315789,8.460526316,0.618421053,1.236842105,2.75,29.65789474,0.439971751,16.6,0.51,18,0.3,-0.7,0.9,9313398
15928,C,75,2510,327,712,0.459,5,14,0.357,322,698,0.461,202,288,0.701,191,366,557,78,59,106,107,215,888,1.04,7.426666667,0.786666667,1.413333333,2.866666667,33.46666667,0.462780899,15.1,0.513,18.3,-1.2,0.5,0.8,4979117
15929,PG,39,1255,187,479,0.39,46,150,0.307,141,329,0.429,70,99,0.707,16,88,104,206,20,2,78,57,802,5.282051282,2.666666667,0.512820513,0.051282051,1.461538462,32.17948718,0.438413361,13.1,0.469,22.1,0.4,-1.8,0.2,20448952
15947,PG,31,479,81,199,0.407,22,62,0.355,59,137,0.431,23,27,0.852,8,29,37,70,13,6,47,50,327,2.258064516,1.193548387,0.419354839,0.193548387,1.612903226,15.4516129,0.462311558,,,,,,,964038
15993,PG,81,1385,177,442,0.4,27,86,0.314,150,356,0.421,99,131,0.756,30,103,133,175,88,13,125,171,657,2.160493827,1.641975309,1.086419753,0.160493827,2.111111111,17.09876543,0.430995475,11,0.48,20.5,-3.4,0.4,-0.4,2564365
16010,PF,82,3231,804,1611,0.499,11,43,0.256,793,1568,0.506,368,465,0.791,245,894,1139,409,120,178,212,202,2083,4.987804878,13.8902439,1.463414634,2.170731707,2.463414634,39.40243902,0.50248293,29.4,0.547,29.6,6.8,3.3,10,47887316
16015,SG,39,516,90,211,0.427,2,7,0.286,88,204,0.431,13,17,0.765,10,39,49,22,14,5,26,37,210,0.564102564,1.256410256,0.358974359,0.128205128,0.948717949,13.23076923,0.431279621,9.3,0.446,21.9,-3.9,0.3,-0.2,11544263
16028,SG,78,2772,530,1166,0.455,18,68,0.265,512,1098,0.466,297,342,0.868,78,201,279,310,103,17,210,222,1525,3.974358974,3.576923077,1.320512821,0.217948718,2.846153846,35.53846154,0.462264151,16.8,0.522,25.7,0.5,0.7,2.3,11116698
16071,SG,80,1974,238,564,0.422,36,128,0.281,202,436,0.463,123,161,0.764,53,169,222,122,68,17,118,182,911,1.525,2.775,0.85,0.2125,2.275,24.675,0.453900709,10.1,0.5,17.7,-2.4,0.1,-0.2,11458750
16104,SF,68,2030,240,631,0.38,10,42,0.238,230,589,0.39,133,176,0.756,92,234,326,126,75,13,91,162,719,1.852941176,4.794117647,1.102941176,0.191176471,2.382352941,29.85294118,0.388272583,10.7,0.44,18.5,-2.9,0.1,-0.4,3086474
16106,PG,61,1033,99,245,0.404,3,23,0.13,96,222,0.432,23,31,0.742,16,70,86,138,26,2,58,89,284,2.262295082,1.409836066,0.426229508,0.032786885,1.459016393,16.93442623,0.410204082,7.5,0.433,13.6,-3.5,-1.4,-0.8,1190074
16109,SG,82,2842,434,959,0.453,97,276,0.351,337,683,0.493,107,136,0.787,56,271,327,206,125,40,95,144,1609,2.512195122,3.987804878,1.524390244,0.487804878,1.756097561,34.65853659,0.503128259,14.7,0.526,18.4,0.4,1.2,2.6,15848420
16126,SF,82,2376,488,913,0.535,16,40,0.4,472,873,0.541,220,294,0.748,233,287,520,70,83,30,81,174,1284,0.853658537,6.341463415,1.012195122,0.365853659,2.12195122,28.97560976,0.543263965,21.2,0.581,20.7,3.3,-1.5,2.2,19370793
16214,PF,39,307,40,122,0.328,3,11,0.273,37,111,0.333,23,29,0.793,24,39,63,10,6,8,17,50,130,0.256410256,1.615384615,0.153846154,0.205128205,1.282051282,7.871794872,0.340163934,7.1,0.393,21.7,-5.2,-1.4,-0.4,4653210
16231,SG,48,2040,435,1125,0.387,57,199,0.286,378,926,0.408,339,455,0.745,34,144,178,324,115,5,209,87,1692,6.75,3.708333333,2.395833333,0.104166667,1.8125,42.5,0.412,19.3,0.478,35.3,2.7,-0.6,2.1,23088527
16250,PF,23,831,174,421,0.413,1,5,0.2,173,416,0.416,81,114,0.711,48,152,200,105,31,20,60,76,442,4.565217391,8.695652174,1.347826087,0.869565217,3.304347826,36.13043478,0.414489311,17.2,0.456,28.9,-0.2,-0.4,0.3,27257289
16260,PF,80,2753,339,712,0.476,0,1,0,339,711,0.477,158,185,0.854,237,453,690,155,78,73,101,203,839,1.9375,8.625,0.975,0.9125,2.5375,34.4125,0.476123596,15.7,0.527,14.8,0.3,0.4,1.9,13682090
16265,SG,42,373,33,96,0.344,13,44,0.295,20,52,0.385,14,23,0.609,24,44,68,14,12,9,19,48,186,0.333333333,1.619047619,0.285714286,0.214285714,1.142857143,8.880952381,0.411458333,7.6,0.438,15.2,-2.9,-0.4,-0.1,2565391
16287,PG,81,3018,499,1196,0.417,146,421,0.347,353,775,0.455,215,260,0.827,49,287,336,437,124,16,229,192,2184,5.395061728,4.148148148,1.530864198,0.197530864,2.37037037,37.25925926,0.47826087,16.2,0.519,23.2,1.4,-1.1,1.7,14252176
16341,SF,72,945,98,244,0.402,43,112,0.384,55,132,0.417,50,65,0.769,32,114,146,71,32,12,37,110,496,0.986111111,2.027777778,0.444444444,0.166666667,1.527777778,13.125,0.489754098,11.6,0.53,14.7,-0.9,0.6,0.4,1829979
16354,PF,68,1637,158,336,0.47,0,8,0,158,328,0.482,106,155,0.684,177,298,475,72,90,8,74,134,446,1.058823529,6.985294118,1.323529412,0.117647059,1.970588235,24.07352941,0.470238095,14.7,0.522,13.3,-0.8,1.2,1,10240189
16387,C,77,1484,200,388,0.515,0,1,0,200,387,0.517,137,234,0.585,186,201,387,43,32,100,80,154,540,0.558441558,5.025974026,0.415584416,1.298701299,2,19.27272727,0.515463918,17.2,0.547,17,-0.2,-0.5,0.5,1924659
16418,PG,69,1114,145,350,0.414,27,80,0.338,118,270,0.437,65,79,0.823,35,73,108,163,52,7,80,105,541,2.362318841,1.565217391,0.753623188,0.101449275,1.52173913,16.14492754,0.452857143,13.1,0.496,19.3,-0.9,-0.6,0.2,2436096
16436,SF,20,178,16,43,0.372,6,12,0.5,10,31,0.323,6,8,0.75,13,28,41,7,5,5,14,18,62,0.35,2.05,0.25,0.25,0.9,8.9,0.441860465,8.4,0.473,15.3,-3,-0.3,-0.1,627547
16458,C,48,506,53,100,0.53,0,1,0,53,99,0.535,15,23,0.652,46,84,130,36,19,26,33,91,124,0.75,2.708333333,0.395833333,0.541666667,1.895833333,10.54166667,0.53,12.9,0.549,13.3,-3,2.8,0.2,1174672
16476,C,24,273,34,77,0.442,0,0,NA,34,77,0.442,23,30,0.767,23,35,58,6,5,11,17,52,91,0.25,2.416666667,0.208333333,0.458333333,2.166666667,11.375,0.441558442,,,,,,,7183097
16492,PF,35,417,40,84,0.476,0,1,0,40,83,0.482,22,38,0.579,41,72,113,8,17,12,25,42,105,0.228571429,3.228571429,0.485714286,0.342857143,1.2,11.91428571,0.476190476,,,,,,,2736418
16517,PG,58,1137,137,352,0.389,8,46,0.174,129,306,0.422,78,94,0.83,17,62,79,130,45,6,65,108,474,2.24137931,1.362068966,0.775862069,0.103448276,1.862068966,19.60344828,0.400568182,10,0.458,17.9,-2.8,-1.1,-0.6,3859108
16526,C,28,366,27,69,0.391,0,0,NA,27,69,0.391,44,59,0.746,43,69,112,0,8,25,18,59,98,0,4,0.285714286,0.892857143,2.107142857,13.07142857,0.391304348,12.9,0.516,14,-3.9,-1.4,-0.3,1197182
16529,SF,82,2701,338,723,0.467,57,157,0.363,281,566,0.496,108,141,0.766,93,297,390,191,63,69,119,149,1141,2.329268293,4.756097561,0.768292683,0.841463415,1.817073171,32.93902439,0.506915629,13.3,0.536,15.6,0.4,1.4,2.6,1660937
16535,SF,28,622,106,236,0.449,20,46,0.435,86,190,0.453,53,64,0.828,24,64,88,33,12,1,28,42,363,1.178571429,3.142857143,0.428571429,0.035714286,1.5,22.21428571,0.491525424,15.3,0.539,22.1,1.2,-0.6,0.4,13682090
16537,SF,38,724,63,138,0.457,2,13,0.154,61,125,0.488,43,61,0.705,53,98,151,48,27,3,44,76,204,1.263157895,3.973684211,0.710526316,0.078947368,2,19.05263158,0.463768116,10.6,0.519,12.8,-1.4,-0.7,0,1190074
16573,PF,62,1050,115,253,0.455,0,3,0,115,250,0.46,15,27,0.556,98,177,275,55,49,24,43,135,254,0.887096774,4.435483871,0.790322581,0.387096774,2.177419355,16.93548387,0.454545455,11.9,0.462,13.3,-2.5,1,0.1,2873238
16589,SG,58,627,85,196,0.434,4,14,0.286,81,182,0.445,60,74,0.811,38,92,130,33,15,4,38,61,264,0.568965517,2.24137931,0.25862069,0.068965517,1.051724138,10.81034483,0.443877551,13.1,0.512,19.7,-1.9,0.6,0.1,964038
16608,PF,73,1522,211,506,0.417,49,168,0.292,162,338,0.479,145,199,0.729,60,211,271,200,59,21,110,110,973,2.739726027,3.712328767,0.808219178,0.287671233,1.506849315,20.84931507,0.46541502,16.1,0.519,21,1.5,0.5,1.6,15488553
16637,PG,70,2365,334,747,0.447,46,127,0.362,288,620,0.465,114,143,0.797,33,143,176,430,72,6,120,163,1071,6.142857143,2.514285714,1.028571429,0.085714286,2.328571429,33.78571429,0.477911647,15.1,0.511,18.2,0.6,-1,0.9,5643862
16656,SG,65,2447,516,1178,0.438,71,217,0.327,445,961,0.463,454,533,0.852,103,256,359,330,112,28,171,176,1995,5.076923077,5.523076923,1.723076923,0.430769231,2.707692308,37.64615385,0.468166384,23.7,0.551,29.1,5.1,0.5,4.7,23088527
16694,PG,33,391,27,82,0.329,1,10,0.1,26,72,0.361,33,43,0.767,5,29,34,59,16,1,29,39,115,1.787878788,1.03030303,0.484848485,0.03030303,1.181818182,11.84848485,0.335365854,8.1,0.436,15.7,-4.7,0.6,-0.2,627547
16698,C,65,892,138,314,0.439,0,0,NA,138,314,0.439,85,124,0.685,52,157,209,45,21,50,63,137,361,0.692307692,3.215384615,0.323076923,0.769230769,2.107692308,13.72307692,0.439490446,13.8,0.49,22.6,-3,2,0.2,6841045
16702,SG,57,772,115,303,0.38,10,39,0.256,105,264,0.398,44,56,0.786,23,49,72,76,28,2,51,87,371,1.333333333,1.263157895,0.49122807,0.035087719,1.526315789,13.54385965,0.396039604,14.7,0.522,13.3,-0.8,1.2,1,10240189
16709,PF,71,930,108,228,0.474,0,2,0,108,226,0.478,57,80,0.713,117,180,297,60,27,28,48,117,279,0.845070423,4.183098592,0.38028169,0.394366197,1.647887324,13.09859155,0.473684211,15.9,0.519,15.3,-0.8,0.3,0.4,1984176
16717,C,48,373,70,150,0.467,0,1,0,70,149,0.47,24,39,0.615,37,61,98,11,21,9,32,61,167,0.229166667,2.041666667,0.4375,0.1875,1.270833333,7.770833333,0.466666667,14.9,0.491,24.7,-3.4,1.5,0,1829979
16742,C,59,636,47,117,0.402,0,1,0,47,116,0.405,19,27,0.704,48,85,133,20,12,20,25,89,116,0.338983051,2.254237288,0.203389831,0.338983051,1.508474576,10.77966102,0.401709402,7.3,0.438,11.4,-4.4,0.4,-0.3,1177821
16766,SF,75,2336,323,720,0.449,94,254,0.37,229,466,0.491,137,185,0.741,87,355,442,220,68,13,143,169,1357,2.933333333,5.893333333,0.906666667,0.173333333,2.253333333,31.14666667,0.513888889,15.1,0.547,18.6,1,0.3,2,5699479
16851,SF,41,427,52,129,0.403,21,44,0.477,31,85,0.365,20,24,0.833,19,36,55,14,13,2,21,41,214,0.341463415,1.341463415,0.317073171,0.048780488,1,10.41463415,0.484496124,10.2,0.519,16.8,-1.5,-1.1,-0.1,627547
16896,C,61,949,149,379,0.393,11,36,0.306,138,343,0.402,73,86,0.849,54,142,196,39,22,24,48,85,457,0.639344262,3.213114754,0.360655738,0.393442623,1.393442623,15.55737705,0.407651715,12.6,0.458,21.7,-1.3,-1.8,-0.3,4275653
16923,SG,53,703,66,175,0.377,12,44,0.273,54,131,0.412,20,27,0.741,28,75,103,45,21,4,34,77,260,0.849056604,1.943396226,0.396226415,0.075471698,1.452830189,13.26415094,0.411428571,7.4,0.439,14.8,-3.8,0.3,-0.3,4515089
16940,PG,22,157,15,36,0.417,3,8,0.375,12,28,0.429,17,20,0.85,4,13,17,16,9,1,12,16,65,0.727272727,0.772727273,0.409090909,0.045454545,0.727272727,7.136363636,0.458333333,13.2,0.558,17.1,-1.1,1.6,0.1,1282695
16953,PG,71,1271,107,277,0.386,3,20,0.15,104,257,0.405,53,68,0.779,12,104,116,195,44,2,84,126,321,2.746478873,1.633802817,0.61971831,0.028169014,1.774647887,17.90140845,0.391696751,8,0.44,14,-4.4,-0.6,-1,1391603
17007,PF,7,25,2,6,0.333,0,0,NA,2,6,0.333,5,6,0.833,0,5,5,2,0,0,1,8,9,0.285714286,0.714285714,0,0,1.142857143,3.571428571,0.333333333,8.1,0.521,18.4,-6.3,1.6,0,1282695
17132,SG,81,2179,262,612,0.428,69,181,0.381,193,431,0.448,153,206,0.743,60,236,296,183,101,7,129,176,1082,2.259259259,3.654320988,1.24691358,0.086419753,2.172839506,26.90123457,0.484477124,12.6,0.531,17.4,-1.1,0.1,0.6,2268832
17143,PF,78,2895,412,931,0.443,68,201,0.338,344,730,0.471,392,496,0.79,226,403,629,244,150,215,215,174,1683,3.128205128,8.064102564,1.923076923,2.756410256,2.230769231,37.11538462,0.47905478,22.6,0.559,21.9,5,2.9,7.2,1634667
17158,SF,23,412,53,140,0.379,13,48,0.271,40,92,0.435,17,27,0.63,20,48,68,50,21,9,29,38,241,2.173913043,2.956521739,0.913043478,0.391304348,1.652173913,17.91304348,0.425,12.4,0.448,19.6,-1.4,0.8,0.1,8409354
17175,PF,80,2548,392,829,0.473,0,3,0,392,826,0.475,106,127,0.835,145,517,662,149,56,80,132,298,899,1.8625,8.275,0.7,1,3.725,31.85,0.472858866,14.1,0.503,18.5,-1.3,0.6,0.8,9225363
17183,PF,31,263,36,74,0.486,1,2,0.5,35,72,0.486,20,28,0.714,21,32,53,4,6,12,9,25,96,0.129032258,1.709677419,0.193548387,0.387096774,0.806451613,8.483870968,0.493243243,14.6,0.539,16.4,-0.8,-0.1,0.1,2646253
17200,PG,36,443,43,158,0.272,19,74,0.257,24,84,0.286,13,20,0.65,9,27,36,51,18,4,24,32,283,1.416666667,1,0.5,0.111111111,0.888888889,12.30555556,0.332278481,6.2,0.354,19.4,-4.3,-0.9,-0.4,964038
17244,SF,70,1229,76,196,0.388,3,15,0.2,73,181,0.403,49,58,0.845,22,65,87,53,23,5,48,153,240,0.757142857,1.242857143,0.328571429,0.071428571,2.185714286,17.55714286,0.395408163,3.6,0.46,10.6,-6.6,0.4,-1.3,4788731
17261,PG,26,220,22,52,0.423,0,0,NA,22,52,0.423,5,6,0.833,4,14,18,27,12,1,16,20,49,1.038461538,0.692307692,0.461538462,0.038461538,0.769230769,8.461538462,0.423076923,8,0.448,15.1,-4.8,1.8,-0.1,1651445
17341,SG,77,2260,330,789,0.418,88,245,0.359,242,544,0.445,239,298,0.802,86,258,344,291,136,16,161,181,1458,3.779220779,4.467532468,1.766233766,0.207792208,2.350649351,29.35064935,0.474017744,18.5,0.536,22.1,1.5,3.1,3.8,2492705
17344,C,82,2402,342,604,0.566,0,0,NA,342,604,0.566,159,221,0.719,207,382,589,75,80,106,150,253,843,0.914634146,7.182926829,0.975609756,1.292682927,3.085365854,29.29268293,0.566225166,16,0.601,16.1,-0.6,0.1,0.9,1616063
17367,SG,72,2778,514,1159,0.443,150,370,0.405,364,789,0.461,164,193,0.85,78,247,325,212,84,39,83,118,2002,2.944444444,4.513888889,1.166666667,0.541666667,1.638888889,38.58333333,0.508196721,17.8,0.539,20.9,3,-1.2,2.7,22714407
17371,PG,82,2980,527,1170,0.45,148,378,0.392,379,792,0.479,304,373,0.815,67,210,277,444,112,18,175,146,2196,5.414634146,3.37804878,1.365853659,0.219512195,1.780487805,36.34146341,0.513675214,19.3,0.564,22.9,3.4,-1,3.3,16247482
17401,PG,53,748,96,231,0.416,35,105,0.333,61,126,0.484,52,75,0.693,48,71,119,27,32,12,40,100,489,0.509433962,2.245283019,0.603773585,0.226415094,1.886792453,14.11320755,0.491341991,12.9,0.528,18.7,-1,0.4,0.3,2613186
17424,PG,6,34,4,18,0.222,0,4,0,4,14,0.286,3,3,1,3,1,4,4,1,0,6,6,23,0.666666667,0.666666667,0.166666667,0,1,5.666666667,0.222222222,-4.5,0.285,33.5,-13,-6.5,-0.2,2198438
17437,C,5,33,4,10,0.4,0,0,NA,4,10,0.4,3,6,0.5,2,8,10,1,0,0,3,9,11,0.2,2,0,0,1.8,6.6,0.4,,,,,,,1282695
17518,PG,75,2577,423,946,0.447,62,199,0.312,361,747,0.483,191,272,0.702,43,194,237,411,61,7,179,148,1510,5.48,3.16,0.813333333,0.093333333,1.973333333,34.36,0.479915433,15.7,0.516,22.3,0.8,0,1.8,1464325
17519,C,77,2915,605,1310,0.462,99,290,0.341,506,1020,0.496,371,423,0.877,90,580,670,207,92,104,135,216,2253,2.688311688,8.701298701,1.194805195,1.350649351,2.805194805,37.85714286,0.499618321,22.5,0.561,24.5,3.8,0,4.3,19370793
